Frame Rate:,29.9700000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
662,00:00:22.089,2.2767782969885775,2.235202492211838,2.3749221183800624,2.220210280373832
663,00:00:22.122,2.114005711318795,2.002998442367601,2.2188084112149533,2.120210280373832
664,00:00:22.155,2.0437824506749744,1.537538940809969,2.3040109034267915,2.289797507788162
665,00:00:22.189,1.8269989615784006,1.3864485981308412,2.0638629283489096,2.0306853582554516
666,00:00:22.222,0.021326583592938736,0.05027258566978193,0.004166666666666667,0.0095404984423676
667,00:00:22.256,1.7868769470404986,1.1899143302180686,2.062772585669782,2.107943925233645
668,00:00:22.289,1.9240784008307372,1.4077492211838005,2.182904984423676,2.181580996884735
669,00:00:22.322,1.9048026998961578,1.4434190031152647,2.1315031152647976,2.139485981308411
670,00:00:22.356,2.009228971962617,1.518107476635514,2.2653816199376946,2.2441978193146417
671,00:00:22.389,1.6934839044652128,1.0654205607476634,2.0007009345794393,2.014330218068536
672,00:00:22.422,0.061876947040498446,0.12371495327102804,0.028465732087227413,0.033450155763239876
673,00:00:22.456,1.91688733125649,1.3610591900311526,2.20946261682243,2.180140186915888
674,00:00:22.489,1.8627466251298028,1.106658878504673,2.2677570093457944,2.213823987538941
675,00:00:22.523,1.7848779854620975,1.1109034267912772,2.1427180685358254,2.10101246105919
676,00:00:22.556,1.5858255451713397,0.8496495327102803,1.968613707165109,1.9392133956386293
677,00:00:22.589,1.509618380062305,0.938785046728972,1.7966510903426791,1.7934190031152648
678,00:00:22.623,0.009215991692627207,0.006931464174454829,0.00926791277258567,0.011448598130841122
679,00:00:22.656,1.6744418483904464,0.7547897196261683,2.1231308411214953,2.145404984423676
680,00:00:22.689,1.8104491173416408,0.9140965732087227,2.2608255451713397,2.25642523364486
681,00:00:22.723,1.1918743509865006,0.7824376947040499,1.417640186915888,1.3755451713395639
682,00:00:22.756,1.2670041536863967,0.6730529595015576,1.5817757009345794,1.546183800623053
683,00:00:22.789,1.6838785046728972,1.0411993769470405,1.9858644859813084,2.024571651090343
684,00:00:22.823,0.02305295950155763,0.054049844236760125,0.0075155763239875386,0.007593457943925234
685,00:00:22.856,1.3534138110072689,0.7438473520249221,1.6964563862928348,1.6199376947040498
686,00:00:22.890,1.1093068535825545,0.6665498442367601,1.3830607476635515,1.278309968847352
687,00:00:22.923,0.7130581516095534,0.5478971962616822,0.8234034267912772,0.7678738317757009
688,00:00:22.956,0.4143691588785046,0.3211448598130841,0.5040109034267912,0.41795171339563864
689,00:00:22.990,0.6073468328141226,0.5109423676012461,0.6674844236760125,0.643613707165109
690,00:00:23.023,0.0016484942886812045,0.0005841121495327102,0.0022585669781931463,0.002102803738317757
691,00:00:23.056,0.47972481827622016,0.4843847352024922,0.49049844236760126,0.464291277258567
692,00:00:23.090,0.49757268951194183,0.3521806853582555,0.6037772585669782,0.5367601246105919
693,00:00:23.123,0.616251298026999,0.3949376947040498,0.7277258566978193,0.7260903426791278
694,00:00:23.156,0.6982606438213915,0.2252336448598131,0.9476246105919003,0.9219236760124611
695,00:00:23.190,1.1212357217030113,0.3910436137071651,1.50404984423676,1.468613707165109
696,00:00:23.223,1.2180685358255452,0.3863317757009346,1.6354750778816198,1.632398753894081
697,00:00:23.257,0.01388888888888889,0.003933021806853582,0.019509345794392525,0.01822429906542056
698,00:00:23.290,1.2131879543094497,0.25136292834890966,1.7037383177570093,1.68446261682243
699,00:00:23.323,1.2970924195223261,0.28029595015576325,1.795404984423676,1.8155763239875389
700,00:00:23.357,1.126985981308411,0.2742601246105919,1.559696261682243,1.5470015576323988
701,00:00:23.390,0.7258566978193146,0.271183800623053,0.9687694704049844,0.9376168224299065
702,00:00:23.423,1.1137331256490135,0.565809968847352,1.3794781931464175,1.395911214953271
703,00:00:23.457,0.005996884735202493,0.0003894080996884735,0.009306853582554517,0.008294392523364487
704,00:00:23.490,1.7294652128764276,0.6139797507788162,2.277063862928349,2.297352024922118
705,00:00:23.524,1.833489096573209,0.7986760124610592,2.3339563862928348,2.367834890965732
706,00:00:23.557,1.4979880581516094,0.6299065420560748,1.9685358255451713,1.8955218068535826
707,00:00:23.590,0.8361630321910697,0.45210280373831774,1.0256230529595016,1.0307632398753894
708,00:00:23.624,1.4281412253374872,0.9052180685358255,1.6861760124610592,1.6930295950155763
709,00:00:23.657,0.04667705088265836,0.09116043613707166,0.02192367601246106,0.02694704049844237
710,00:00:23.690,1.3828660436137072,0.7159657320872275,1.726323987538941,1.7063084112149534
711,00:00:23.724,0.7240264797507788,0.23177570093457944,0.9793224299065421,0.960981308411215
712,00:00:23.757,0.9531931464174456,0.5265576323987539,1.184228971962617,1.1487928348909657
713,00:00:23.790,1.8254672897196265,0.9420171339563863,2.262266355140187,2.2721183800623055
714,00:00:23.824,1.581996365524403,0.5644470404984424,2.1158878504672898,2.0656542056074767
715,00:00:23.857,0.02745327102803738,0.018419003115264797,0.03360591900311526,0.030334890965732088
716,00:00:23.891,1.5065939771547248,0.6626557632398754,1.958917445482866,1.898208722741433
717,00:00:23.924,1.3334631360332294,0.922468847352025,1.5848909657320873,1.4930295950155763
718,00:00:23.957,1.1601505711318796,0.5802180685358256,1.4963006230529594,1.4039330218068535
719,00:00:23.991,1.7511292834890966,0.7223909657320873,2.311253894080997,2.2197429906542054
720,00:00:24.024,2.2217030114226373,1.007398753894081,2.911993769470405,2.745716510903427
721,00:00:24.057,0.07776479750778816,0.21207165109034268,0.00985202492211838,0.011370716510903427
722,00:00:24.091,1.898169781931464,0.7126557632398753,2.660981308411215,2.3208722741433023
723,00:00:24.124,1.786721183800623,0.9399922118380062,2.35845015576324,2.061721183800623
724,00:00:24.157,1.2252076843198338,0.750506230529595,1.6484813084112149,1.2766355140186916
725,00:00:24.191,1.2397845275181723,0.6394470404984424,1.7366433021806853,1.3432632398753894
726,00:00:24.224,1.2265057113187954,0.5894470404984423,1.7832165109034268,1.3068535825545171
727,00:00:24.258,0.014356178608515057,0.01016355140186916,0.020989096573208722,0.01191588785046729
728,00:00:24.291,1.1028556593977152,0.6555295950155763,1.6037383177570093,1.0492990654205607
729,00:00:24.324,1.447806334371755,0.7501947040498442,2.1082943925233644,1.484929906542056
730,00:00:24.358,1.6877596053997923,0.9649143302180685,2.308956386292835,1.7894080996884736
731,00:00:24.391,1.3001947040498443,0.7039330218068536,1.8825545171339564,1.3140965732087226
732,00:00:24.424,1.09121235721703,0.7878504672897196,1.486760124610592,0.9990264797507789
733,00:00:24.458,0.018146417445482867,0.02679127725856698,0.016004672897196263,0.011643302180685359
734,00:00:24.491,1.1730529595015577,0.6838006230529595,1.6888629283489096,1.1464953271028038
735,00:00:24.525,1.1249480789200417,0.5200155763239875,1.6495327102803738,1.2052959501557632
736,00:00:24.558,1.2844366562824507,0.7751947040498443,1.738746105919003,1.3393691588785046
737,00:00:24.591,1.511721183800623,0.8365654205607477,2.034696261682243,1.6639018691588785
738,00:00:24.625,1.6251557632398754,0.7129672897196262,2.2524532710280374,1.9100467289719627
739,00:00:24.658,0.026298026998961582,0.06000778816199377,0.00852803738317757,0.010358255451713396
740,00:00:24.691,1.7100467289719627,0.6360591900311526,2.3917056074766356,2.1023753894081
741,00:00:24.725,1.8233904465212876,0.6264797507788162,2.5269080996884736,2.316783489096573
742,00:00:24.758,1.7527907580477675,0.784696261682243,2.3119548286604363,2.161721183800623
743,00:00:24.791,1.3596443406022845,0.5470794392523365,1.8402258566978194,1.6916277258566979
744,00:00:24.825,1.243470924195223,0.6855529595015576,1.5700155763239876,1.4748442367601247
745,00:00:24.858,0.017808930425752854,0.02589563862928349,0.01456386292834891,0.012967289719626168
746,00:00:24.892,1.8210020768431985,0.7454828660436137,2.3711059190031154,2.346417445482866
747,00:00:24.925,1.7866043613707163,0.6260903426791278,2.3538940809968847,2.379828660436137
748,00:00:24.958,1.3370327102803738,0.3950545171339564,1.847429906542056,1.7686137071651091
749,00:00:24.992,1.0726635514018692,0.6125389408099688,1.3146417445482865,1.290809968847352
750,00:00:25.025,1.2819963655244029,0.8210669781931464,1.4910046728971962,1.5339174454828661
751,00:00:25.058,0.00886552440290758,0.007359813084112149,0.008138629283489096,0.011098130841121495
752,00:00:25.092,0.8697559709241952,0.39345794392523364,1.092328660436137,1.123481308411215
753,00:00:25.125,0.7317367601246106,0.4032710280373832,0.8736370716510904,0.9183021806853583
754,00:00:25.158,0.8664330218068536,0.4712227414330218,1.0386682242990655,1.0894080996884736
755,00:00:25.192,0.6824247144340602,0.3548286604361371,0.8144080996884735,0.8780373831775701
756,00:00:25.225,0.7071910695742472,0.6111370716510903,0.7344626168224299,0.7759735202492212
757,00:00:25.259,0.02998442367601246,0.04154984423676013,0.020054517133956385,0.028348909657320873
758,00:00:25.292,0.6795430944963655,0.3502725856697819,0.8456386292834891,0.8427180685358255
759,00:00:25.325,0.7188603322949118,0.382904984423676,0.871690031152648,0.9019859813084112
760,00:00:25.359,0.6785176531671858,0.31351246105919,0.8514408099688473,0.8705996884735202
761,00:00:25.392,0.5757268951194185,0.4031542056074766,0.6437694704049844,0.6802570093457944
762,00:00:25.425,0.8500778816199377,0.32044392523364484,1.0777647975077882,1.15202492211838
763,00:00:25.459,0.009254932502596054,0.0051401869158878505,0.010825545171339565,0.011799065420560747
764,00:00:25.492,0.9954439252336448,0.47659657320872273,1.2335669781931464,1.2761682242990655
765,00:00:25.526,0.34256230529595016,0.25070093457943926,0.38804517133956384,0.38894080996884733
766,00:00:25.559,0.6662772585669782,0.41697819314641743,0.7818535825545171,0.8
767,00:00:25.592,0.948442367601246,0.5093847352024922,1.1477414330218068,1.1882009345794393
768,00:00:25.626,1.0701713395638628,0.4375,1.3636682242990654,1.4093457943925234
769,00:00:25.659,0.017964693665628247,0.03430685358255452,0.009579439252336449,0.01000778816199377
770,00:00:25.692,1.2461578400830737,0.28539719626168225,1.7458722741433021,1.7072040498442367
771,00:00:25.726,1.2658099688473519,0.26857476635514016,1.7712616822429907,1.7575934579439252
772,00:00:25.759,0.9712876427829699,0.2426791277258567,1.3225856697819314,1.3485981308411215
773,00:00:25.792,0.5762720664589823,0.2555295950155763,0.7401479750778817,0.733138629283489
774,00:00:25.826,1.1593068535825546,0.24633956386292835,1.6009345794392524,1.6306464174454829
775,00:00:25.859,0.009060228452751817,0.0023753894080996885,0.014135514018691588,0.010669781931464175
776,00:00:25.893,1.3645768431983385,0.3373442367601246,1.8625778816199376,1.8938084112149534
777,00:00:25.926,1.2449506749740393,0.4117601246105919,1.6702102803738317,1.6528816199376948
778,00:00:25.959,0.854491173416407,0.45253115264797505,1.0531931464174455,1.0577492211838007
779,00:00:25.993,0.931619937694704,0.1586448598130841,1.3304517133956386,1.3057632398753893
780,00:00:26.026,1.2508566978193147,0.32838785046728974,1.7059968847352025,1.7181853582554518
781,00:00:26.059,0.0003894080996884735,0.0,0.0007009345794392523,0.00046728971962616824
782,00:00:26.093,1.0994029075804777,0.2893302180685358,1.5279984423676012,1.480880062305296
783,00:00:26.126,0.5164070612668744,0.15144080996884735,0.7111760124610592,0.6866043613707166
784,00:00:26.159,1.0331645898234683,0.18309968847352026,1.4500389408099688,1.466355140186916
785,00:00:26.193,1.2450804776739357,0.37141744548286604,1.6756230529595015,1.6882009345794393
786,00:00:26.226,1.0003115264797506,0.26304517133956384,1.389291277258567,1.3485981308411215
787,00:00:26.260,0.011967808930425752,0.006931464174454829,0.013940809968847351,0.015031152647975077
788,00:00:26.293,0.50946261682243,0.12916666666666668,0.7091121495327103,0.6901090342679128
789,00:00:26.326,0.8007009345794392,0.2521417445482866,1.0960280373831777,1.0539330218068537
790,00:00:26.360,0.9544781931464174,0.33695482866043613,1.2626168224299066,1.2638629283489096
791,00:00:26.393,1.0240264797507788,0.23699376947040499,1.426791277258567,1.4082943925233644
792,00:00:26.426,1.1707554517133956,0.32792056074766357,1.5756619937694705,1.608683800623053
793,00:00:26.460,0.018107476635514017,0.023909657320872274,0.015965732087227413,0.014447040498442367
794,00:00:26.493,1.2240784008307373,0.4201323987538941,1.624532710280374,1.627570093457944
795,00:00:26.527,1.046248701973001,0.338785046728972,1.3765576323987538,1.4234034267912772
796,00:00:26.560,0.6286734164070613,0.3172897196261682,0.7651869158878505,0.8035436137071651
797,00:00:26.593,1.1811396677050883,0.3674844236760125,1.5631619937694705,1.6127725856697819
798,00:00:26.627,1.4452622014537904,0.44279595015576323,1.909696261682243,1.9832943925233646
799,00:00:26.660,0.011279854620976117,0.011292834890965732,0.009929906542056074,0.012616822429906542
800,00:00:26.693,0.9905244029075805,0.20070093457943924,1.3866433021806854,1.3842289719626168
801,00:00:26.727,0.5713655244029076,0.28274922118380064,0.7253115264797507,0.7060358255451713
802,00:00:26.760,1.1246884735202494,0.39669003115264795,1.4735591900311527,1.503816199376947
803,00:00:26.793,1.3414070612668745,0.43835669781931463,1.7950934579439253,1.7907710280373832
804,00:00:26.827,1.3444574247144339,0.41783489096573206,1.7817757009345794,1.8337616822429907
805,00:00:26.860,0.018250259605399794,0.024299065420560748,0.01440809968847352,0.01604361370716511
806,00:00:26.894,0.8619418483904465,0.21300623052959503,1.1973130841121495,1.175506230529595
807,00:00:26.927,0.8652647975077882,0.2668613707165109,1.1676791277258567,1.1612538940809969
808,00:00:26.960,1.3447819314641745,0.3901869158878505,1.7980529595015575,1.8461059190031153
809,00:00:26.994,1.4628504672897196,0.37231308411214953,2.013746105919003,2.0024922118380064
810,00:00:27.027,1.2701583592938734,0.33419003115264795,1.738045171339564,1.7382398753894082
811,00:00:27.060,0.01631619937694704,0.0071651090342679125,0.019158878504672898,0.02262461059190031
812,00:00:27.094,0.673585150571132,0.18827881619937695,0.9201713395638629,0.9123052959501557
813,00:00:27.127,0.6245976116303219,0.2998831775700935,0.785202492211838,0.7887071651090343
814,00:00:27.160,0.6147585669781931,0.2673676012461059,0.7943535825545172,0.7825545171339564
815,00:00:27.194,0.43944704049844235,0.3133177570093458,0.5037772585669782,0.5012461059190031
816,00:00:27.227,0.41153946002076847,0.10408878504672897,0.5563473520249221,0.5741822429906542
817,00:00:27.261,0.007087227414330218,0.006697819314641745,0.007827102803738318,0.006736760124610592
818,00:00:27.294,0.512227414330218,0.23457943925233646,0.6492990654205607,0.652803738317757
819,00:00:27.327,0.4123182762201454,0.12733644859813084,0.5505451713395638,0.5590732087227415
820,00:00:27.361,0.4567757009345795,0.18434579439252335,0.5799844236760124,0.6059968847352025
821,00:00:27.394,0.8190550363447558,0.22932242990654206,1.089018691588785,1.1388239875389408
822,00:00:27.427,1.1108904465212877,0.17480529595015576,1.5655763239875389,1.5922897196261683
823,00:00:27.461,0.004776739356178609,0.00023364485981308412,0.007048286604361371,0.007048286604361371
824,00:00:27.494,1.223208722741433,0.2526479750778816,1.6955218068535824,1.721456386292835
825,00:00:27.528,1.1465342679127726,0.327803738317757,1.5386292834890967,1.5731697819314643
826,00:00:27.561,0.5654595015576324,0.11522585669781932,0.7967679127725856,0.7843847352024922
827,00:00:27.594,1.1041277258566977,0.16647196261682243,1.5672507788161993,1.5786604361370717
828,00:00:27.628,1.4966381100726895,0.5453271028037383,1.9626168224299065,1.9819704049844238
829,00:00:27.661,0.00785306334371755,0.01117601246105919,0.006113707165109034,0.006269470404984424
830,00:00:27.694,1.1521417445482867,0.4272196261682243,1.5190420560747664,1.5101635514018692
831,00:00:27.728,0.7297377985462097,0.22609034267912773,0.9931464174454828,0.9699766355140187
832,00:00:27.761,1.0553608515057114,0.33761682242990654,1.4139018691588785,1.414563862928349
833,00:00:27.794,1.1946780893042575,0.4476246105919003,1.5657320872274143,1.5706775700934579
834,00:00:27.828,0.8597611630321911,0.38746105919003115,1.0930295950155764,1.0987928348909657
835,00:00:27.861,0.01651090342679128,0.009423676012461059,0.01721183800623053,0.022897196261682243
836,00:00:27.895,1.0866952232606437,0.47036604361370715,1.397235202492212,1.3924844236760126
837,00:00:27.928,1.4012071651090343,0.5147196261682243,1.833917445482866,1.8549844236760125
838,00:00:27.961,1.4695482866043614,0.5699376947040499,1.9103582554517133,1.928348909657321
839,00:00:27.995,1.7377076843198338,0.7492211838006231,2.2516355140186914,2.212266355140187
840,00:00:28.028,1.4179646936656283,0.687266355140187,1.7838395638629283,1.7827881619937695
841,00:00:28.061,0.03788940809968847,0.07137850467289719,0.01588785046728972,0.026401869158878506
842,00:00:28.095,0.6731697819314642,0.3744548286604361,0.8088006230529595,0.8362538940809969
843,00:00:28.128,0.7591251298026999,0.5052959501557632,0.8861370716510903,0.8859423676012461
844,00:00:28.161,0.8790628245067498,0.7185747663551402,0.93952492211838,0.979088785046729
845,00:00:28.195,0.9845794392523365,0.7136682242990654,1.1141355140186915,1.1259345794392523
846,00:00:28.228,1.3974818276220144,1.0600467289719626,1.549182242990654,1.5832165109034269
847,00:00:28.262,0.06361630321910695,0.14447040498442368,0.017523364485981307,0.028855140186915887
848,00:00:28.295,1.088681204569055,0.8392523364485981,1.2302180685358255,1.1965732087227414
849,00:00:28.328,0.8011033229491172,0.5130451713395638,0.9162772585669782,0.9739875389408099
850,00:00:28.362,0.7955996884735203,0.5464174454828661,0.9077492211838006,0.932632398753894
851,00:00:28.395,0.6816718587746625,0.589291277258567,0.7108255451713396,0.744898753894081
852,00:00:28.428,0.8938473520249222,0.7706775700934579,0.9343457943925234,0.976518691588785
853,00:00:28.462,0.018237279335410177,0.013746105919003115,0.019937694704049845,0.02102803738317757
854,00:00:28.495,0.9713525441329179,0.5224299065420561,1.1961448598130842,1.1954828660436136
855,00:00:28.529,1.045340083073728,0.6558800623052959,1.2314641744548287,1.2486760124610592
856,00:00:28.562,1.0198727933541019,0.5044003115264798,1.283411214953271,1.2718068535825544
857,00:00:28.595,1.130244029075805,0.2894470404984424,1.535202492211838,1.566082554517134
858,00:00:28.629,1.158852544132918,0.25225856697819315,1.5960280373831777,1.628271028037383
859,00:00:28.662,0.023286604361370717,0.040848909657320874,0.014602803738317757,0.01440809968847352
860,00:00:28.695,1.2029075804776739,0.21413551401869158,1.704867601246106,1.6897196261682244
861,00:00:28.729,1.055036344755971,0.16947040498442367,1.5067367601246107,1.4889018691588785
862,00:00:28.762,0.5792575285565941,0.18586448598130842,0.7679906542056075,0.783917445482866
863,00:00:28.795,0.8696521287642783,0.20373831775700935,1.1915109034267912,1.2137071651090343
864,00:00:28.829,1.458008826583593,0.481386292834891,1.9309968847352026,1.9616433021806854
865,00:00:28.862,0.017757009345794394,0.0125,0.01865264797507788,0.022118380062305296
866,00:00:28.896,3.4606568016614747,4.831970404984424,2.6934968847352025,2.8565031152647977
867,00:00:28.929,0.7520379023883695,0.17332554517133955,1.0685358255451713,1.014252336448598
868,00:00:28.962,1.4646806853582557,0.4472352024922118,1.9561137071651091,1.9906931464174455
869,00:00:28.996,1.6758826583592938,0.5572429906542056,2.2085280373831777,2.2618769470404985
870,00:00:29.029,1.2127466251298027,0.5345794392523364,1.5385514018691588,1.5651090342679128
871,00:00:29.062,0.012318276220145377,0.00264797507788162,0.01678348909657321,0.017523364485981307
872,00:00:29.096,1.1610332294911734,0.3691588785046729,1.5405373831775702,1.5734034267912773
873,00:00:29.129,1.7352544132917966,0.6407710280373832,2.2335280373831776,2.331464174454829
874,00:00:29.162,1.65845015576324,0.6359423676012461,2.1426401869158878,2.196767912772586
875,00:00:29.196,1.4141095534787123,0.6651479750778816,1.782398753894081,1.7947819314641744
876,00:00:29.229,1.2604620976116303,0.6065420560747663,1.5694704049844237,1.605373831775701
877,00:00:29.263,0.027505192107995846,0.03901869158878505,0.02133956386292835,0.022157320872274143
878,00:00:29.296,1.1648753894080999,0.5179127725856698,1.4787772585669783,1.497936137071651
879,00:00:29.329,0.9751817237798547,0.5560358255451714,1.179361370716511,1.1901479750778816
880,00:00:29.363,0.8642523364485982,0.48633177570093455,1.0498442367601246,1.0565809968847353
881,00:00:29.396,0.7287383177570094,0.40175233644859815,0.881619937694704,0.9028426791277259
882,00:00:29.429,0.7402907580477674,0.6049065420560747,0.8052959501557633,0.8106697819314642
883,00:00:29.463,0.02057372793354102,0.006230529595015576,0.028193146417445483,0.027297507788161993
884,00:00:29.496,0.6889927310488058,0.4156542056074766,0.806113707165109,0.8452102803738317
885,00:00:29.530,0.7425493250259604,0.514018691588785,0.8439641744548286,0.8696651090342679
886,00:00:29.563,0.8583333333333334,0.47858255451713394,1.043613707165109,1.052803738317757
887,00:00:29.596,0.8036344755970924,0.5408878504672897,0.9300233644859813,0.9399922118380062
888,00:00:29.630,0.6914589823468328,0.4327102803738318,0.8110591900311527,0.830607476635514
889,00:00:29.663,0.03721443406022845,0.05564641744548287,0.01911993769470405,0.036876947040498445
890,00:00:29.696,0.6768431983385254,0.44077102803738316,0.7847741433021806,0.8049844236760124
891,00:00:29.730,0.5359034267912772,0.30638629283489094,0.6447040498442368,0.6566199376947041
892,00:00:29.763,0.7595145379023883,0.4414719626168224,0.893613707165109,0.9434579439252336
893,00:00:29.796,0.8399143302180686,0.6436915887850467,0.9220015576323988,0.9540498442367601
894,00:00:29.830,0.7067497403946001,0.5836838006230529,0.7587616822429907,0.777803738317757
895,00:00:29.863,1.2920171339563864,0.6931464174454829,1.560747663551402,1.6221573208722742
896,00:00:29.897,0.05523104880581516,0.15323208722741433,0.004010903426791277,0.008450155763239875
897,00:00:29.930,1.402128764278297,0.41814641744548287,1.8908878504672897,1.8973520249221183
898,00:00:29.963,1.547468847352025,0.5916666666666667,2.03446261682243,2.016277258566978
899,00:00:29.997,1.4375519210799583,0.641861370716511,1.8239485981308412,1.8468457943925234
900,00:00:30.030,1.1743639667705088,0.6560358255451714,1.405140186915888,1.4619158878504672
901,00:00:30.063,1.5225337487019732,0.4868380062305296,2.0066199376947043,2.074143302180685
902,00:00:30.097,0.016796469366562827,0.030451713395638628,0.010514018691588784,0.009423676012461059
903,00:00:30.130,1.4046599169262721,0.43200934579439254,1.89797507788162,1.8839953271028038
904,00:00:30.163,1.0092030114226376,0.44567757009345793,1.2849688473520249,1.29696261682243
905,00:00:30.197,0.9567627206645898,0.37725856697819315,1.2555295950155763,1.2375
906,00:00:30.230,1.107333852544133,0.48940809968847354,1.39797507788162,1.4346183800623054
907,00:00:30.264,1.1996105919003115,0.6579049844236761,1.434929906542056,1.5059968847352025
908,00:00:30.297,0.015822949117341643,0.006736760124610592,0.017679127725856697,0.023052959501557634
909,00:00:30.330,1.1125778816199376,0.3146028037383178,1.4920171339563864,1.531113707165109
910,00:00:30.364,1.1883437175493252,0.38913551401869156,1.5762461059190032,1.5996495327102804
911,00:00:30.397,1.1172377985462096,0.5994158878504673,1.3535046728971962,1.3987928348909657
912,00:00:30.430,0.8325415368639667,0.5052570093457944,0.9808800623052959,1.01148753894081
913,00:00:30.464,1.1831905503634477,0.4418224299065421,1.5204439252336448,1.5873052959501557
914,00:00:30.497,0.012474039460020769,0.023598130841121494,0.0064641744548286605,0.007359813084112149
915,00:00:30.531,1.3655503634475596,0.41802959501557635,1.8315031152647976,1.8471183800623052
916,00:00:30.564,1.1460020768431984,0.3263629283489097,1.5580607476635513,1.553582554517134
917,00:00:30.597,0.7083203530633438,0.36468068535825543,0.8882009345794393,0.8720794392523364
918,00:00:30.631,1.2924065420560746,0.6312694704049844,1.6124221183800622,1.6335280373831775
919,00:00:30.664,1.526934060228453,0.5520638629283489,1.9850077881619939,2.0437305295950154
920,00:00:30.697,0.036033229491173414,0.07387071651090343,0.01732866043613707,0.01690031152647975
921,00:00:30.731,1.5940550363447563,0.4873442367601246,2.122196261682243,2.1726246105919005
922,00:00:30.764,1.5825545171339563,0.4819314641744548,2.0825545171339566,2.183177570093458
923,00:00:30.797,1.0691848390446521,0.19310747663551403,1.5122274143302181,1.5022196261682244
924,00:00:30.831,0.960539979231568,0.3110981308411215,1.314252336448598,1.2562694704049844
925,00:00:30.864,1.468808411214953,0.3894080996884735,1.9973909657320872,2.019626168224299
926,00:00:30.898,0.0023883696780893043,0.0005062305295950156,0.004166666666666667,0.0024922118380062306
927,00:00:30.931,1.587331256490135,0.48235981308411213,2.115576323987539,2.164057632398754
928,00:00:30.964,1.4012720664589822,0.4523364485981308,1.8649532710280374,1.8865264797507788
929,00:00:30.998,0.8237279335410177,0.26300623052959504,1.1250389408099688,1.083138629283489
930,00:00:31.031,0.7467419522326063,0.3580607476635514,0.9575545171339563,0.9246105919003115
931,00:00:31.064,0.7499870197300105,0.41736760124610595,0.9171339563862928,0.9154595015576324
932,00:00:31.098,0.011409657320872275,0.008878504672897197,0.013006230529595016,0.01234423676012461
933,00:00:31.131,0.6596962616822429,0.2750778816199377,0.8514408099688473,0.8525700934579439
934,00:00:31.164,0.8588006230529596,0.4884735202492212,1.0534267912772586,1.0345015576323988
935,00:00:31.198,0.8046469366562824,0.46557632398753895,0.9708722741433021,0.9774922118380063
936,00:00:31.231,0.8502725856697819,0.4156931464174455,1.0686915887850468,1.0664330218068536
937,00:00:31.265,0.7527388369678089,0.2817367601246106,0.979867601246106,0.9966121495327103
938,00:00:31.298,0.01727673935617861,0.0220404984423676,0.011993769470404984,0.01779595015576324
939,00:00:31.331,0.6547767393561786,0.20973520249221184,0.8764018691588785,0.8781931464174455
940,00:00:31.365,0.7215861889927311,0.4980140186915888,0.8186915887850468,0.8480529595015577
941,00:00:31.398,0.7200804776739357,0.43843457943925235,0.8320093457943926,0.889797507788162
942,00:00:31.431,0.8827622014537901,0.458683800623053,1.08547507788162,1.1041277258566977
943,00:00:31.465,0.8795430944963655,0.3413551401869159,1.132398753894081,1.1648753894080996
944,00:00:31.498,0.020508826583592935,0.015225856697819314,0.02453271028037383,0.02176791277258567
945,00:00:31.532,0.5442497403946002,0.24739096573208721,0.7131619937694704,0.672196261682243
946,00:00:31.565,0.4062954309449636,0.15144080996884735,0.5344626168224299,0.5329828660436137
947,00:00:31.598,0.5127725856697819,0.24980529595015577,0.6385514018691589,0.6499610591900311
948,00:00:31.632,0.34755970924195223,0.15755451713395638,0.4301791277258567,0.45494548286604364
949,00:00:31.665,0.41784787123572165,0.24505451713395637,0.4830607476635514,0.5254283489096573
950,00:00:31.698,0.02670041536863967,0.0389797507788162,0.017990654205607477,0.023130841121495327
951,00:00:31.732,0.3768561786085151,0.14116043613707166,0.49427570093457945,0.4951323987538941
952,00:00:31.765,0.3649532710280374,0.1855140186915888,0.44618380062305296,0.4631619937694704
953,00:00:31.798,0.4249350986500519,0.24116043613707164,0.5019080996884735,0.5317367601246106
954,00:00:31.832,0.4396028037383178,0.21035825545171338,0.5353971962616823,0.5730529595015577
955,00:00:31.865,0.38295690550363454,0.29758566978193146,0.4130841121495327,0.43820093457943926
956,00:00:31.899,0.011500519210799585,0.017445482866043614,0.007554517133956386,0.009501557632398754
957,00:00:31.932,0.3285825545171339,0.19602803738317756,0.38648753894080995,0.4032320872274143
958,00:00:31.965,0.5470794392523365,0.2388239875389408,0.6739485981308411,0.7284657320872274
959,00:00:31.999,0.6947559709241952,0.4619158878504673,0.7853971962616823,0.8369548286604361
960,00:00:32.032,0.5564901349948079,0.37628504672897195,0.6118769470404984,0.6813084112149532
961,00:00:32.065,0.6456775700934579,0.4611760124610592,0.7026090342679128,0.7732476635514018
962,00:00:32.099,0.014784527518172379,0.027842679127725856,0.00778816199376947,0.008722741433021807
963,00:00:32.132,0.7003764278296988,0.5846183800623053,0.7481697819314642,0.7683411214953271
964,00:00:32.165,0.6192886812045691,0.40097352024922117,0.7110591900311527,0.7458333333333333
965,00:00:32.199,0.4971832814122534,0.45482866043613707,0.5206775700934579,0.5160436137071651
966,00:00:32.232,0.6793873312564901,0.42118380062305294,0.7925623052959502,0.8244158878504673
967,00:00:32.266,0.9184060228452751,0.6203271028037384,1.0305685358255452,1.104322429906542
968,00:00:32.299,0.01117601246105919,0.015264797507788162,0.008878504672897197,0.009384735202492212
